,0,1
274,3471.6138,30.28474
275,3469.685,30.175062
276,3467.7563,30.247616
277,3465.8276,30.146873
278,3463.8992,30.229036
279,3461.9704,30.139769
280,3460.0417,30.232981
281,3458.113,30.153564
282,3456.1843,30.252033
283,3454.2556,30.173473
284,3452.3269,30.267961
285,3450.3984,30.18475
286,3448.4697,30.276344
287,3446.541,30.196398
288,3444.6123,30.296751
289,3442.6836,30.230266
290,3440.7549,30.342892
291,3438.8264,30.283939
292,3436.8977,30.394335
293,3434.969,30.324228
294,3433.0403,30.415562
295,3431.1116,30.324865
296,3429.1829,30.397997
297,3427.2541,30.297436
298,3425.3257,30.369402
299,3423.397,30.277155
300,3421.4683,30.362188
301,3419.5395,30.285349
302,3417.6108,30.382872
303,3415.6821,30.315452
304,3413.7534,30.417871
305,3411.8249,30.354408
306,3409.8962,30.460241
307,3407.9675,30.402607
308,3406.0388,30.514337
309,3404.1101,30.462553
310,3402.1814,30.576103
311,3400.2529,30.523073
312,3398.3242,30.631616
313,3396.3955,30.574768
314,3394.4668,30.682382
315,3392.5381,30.632006
316,3390.6094,30.75184
317,3388.6807,30.719284
318,3386.7522,30.856798
319,3384.8235,30.839798
320,3382.8948,30.985681
321,3380.9661,30.970508
322,3379.0373,31.109793
323,3377.1086,31.083088
324,3375.1799,31.2059
325,3373.2515,31.162348
326,3371.3227,31.268234
327,3369.394,31.211985
328,3367.4653,31.308683
329,3365.5366,31.249422
330,3363.6079,31.346397
331,3361.6794,31.291345
332,3359.7507,31.392153
333,3357.822,31.340891
334,3355.8933,31.441807
335,3353.9646,31.388803
336,3352.0359,31.484222
337,3350.1072,31.425522
338,3348.1787,31.514397
339,3346.25,31.452509
340,3344.3213,31.540628
341,3342.3926,31.483465
342,3340.4639,31.578867
343,3338.5351,31.532457
344,3336.6064,31.637525
345,3334.678,31.600288
346,3332.7493,31.710613
347,3330.8205,31.677589
348,3328.8918,31.789974
349,3326.9631,31.761076
350,3325.0344,31.878014
351,3323.1059,31.856104
352,3321.1772,31.977739
353,3319.2485,31.957882
354,3317.3198,32.073814
355,3315.3911,32.042427
356,3313.4624,32.140133
357,3311.5337,32.090431
358,3309.6052,32.171821
359,3307.6765,32.114315
360,3305.7478,32.195095
361,3303.8191,32.145397
362,3301.8904,32.236046
363,3299.9617,32.196918
364,3298.0329,32.293148
365,3296.1045,32.256626
366,3294.1758,32.350895
367,3292.2471,32.312786
368,3290.3183,32.404819
369,3288.3896,32.367313
370,3286.4609,32.459461
371,3284.5325,32.423504
372,3282.6037,32.515098
373,3280.675,32.479366
374,3278.7463,32.569412
375,3276.8176,32.533432
376,3274.8889,32.621124
377,3272.9602,32.582546
378,3271.0317,32.663376
379,3269.103,32.616333
380,3267.1743,32.685097
381,3265.2456,32.627602
382,3263.3169,32.687389
383,3261.3882,32.627975
384,3259.4595,32.691269
385,3257.531,32.643547
386,3255.6023,32.72163
387,3253.6736,32.691521
388,3251.7449,32.783119
389,3249.8162,32.762169
390,3247.8874,32.853615
391,3245.959,32.826523
392,3244.0303,32.905064
393,3242.1016,32.865208
394,3240.1728,32.932003
395,3238.2441,32.887531
396,3236.3154,32.954739
397,3234.3867,32.917896
398,3232.4582,32.994396
399,3230.5295,32.969009
400,3228.6008,33.053932
401,3226.6721,33.036365
402,3224.7434,33.125645
403,3222.8147,33.113079
404,3220.886,33.205456
405,3218.9575,33.197277
406,3217.0288,33.291145
407,3215.1001,33.283371
408,3213.1714,33.371941
409,3211.2427,33.355858
410,3209.314,33.430477
411,3207.3855,33.400074
412,3205.4568,33.459579
413,3203.5281,33.419575
414,3201.5994,33.473919
415,3199.6706,33.437305
416,3197.7419,33.499317
417,3195.8132,33.475616
418,3193.8848,33.549354
419,3191.956,33.536648
420,3190.0273,33.615322
421,3188.0986,33.604256
422,3186.1699,33.678615
423,3184.2412,33.662308
424,3182.3125,33.729038
425,3180.384,33.707695
426,3178.4553,33.769436
427,3176.5266,33.746658
428,3174.5979,33.806774
429,3172.6692,33.785343
430,3170.7405,33.846577
431,3168.812,33.830189
432,3166.8833,33.897713
433,3164.9546,33.89238
434,3163.0259,33.971115
435,3161.0972,33.978195
436,3159.1684,34.064155
437,3157.2397,34.074448
438,3155.3113,34.155571
439,3153.3826,34.157928
440,3151.4538,34.227508
441,3149.5251,34.22134
442,3147.5964,34.283916
443,3145.6677,34.275894
444,3143.739,34.336826
445,3141.8105,34.328834
446,3139.8818,34.386612
447,3137.9531,34.375851
448,3136.0244,34.42915
449,3134.0957,34.417652
450,3132.167,34.471817
451,3130.2385,34.466179
452,3128.3098,34.525875
453,3126.3811,34.525997
454,3124.4524,34.585098
455,3122.5237,34.579819
456,3120.595,34.625152
457,3118.6662,34.60342
458,3116.7378,34.629948
459,3114.8091,34.595035
460,3112.8804,34.614155
461,3110.9517,34.582901
462,3109.0229,34.612572
463,3107.0942,34.599617
464,3105.1655,34.648109
465,3103.2371,34.654571
466,3101.3083,34.717247
467,3099.3796,34.735317
468,3097.4509,34.803657
469,3095.5222,34.825485
470,3093.5935,34.892399
471,3091.665,34.911083
472,3089.7363,34.969562
473,3087.8076,34.978512
474,3085.8789,35.023682
475,3083.9502,35.021187
476,3082.0215,35.055248
477,3080.0928,35.046982
478,3078.1643,35.077545
479,3076.2356,35.070991
480,3074.3069,35.103615
481,3072.3782,35.101425
482,3070.4495,35.135799
483,3068.5207,35.135357
484,3066.592,35.167602
485,3064.6636,35.164822
486,3062.7349,35.19157
487,3060.8061,35.184521
488,3058.8774,35.205757
489,3056.9487,35.196461
490,3055.02,35.21587
491,3053.0915,35.20874
492,3051.1628,35.230137
493,3049.2341,35.22702
494,3047.3054,35.249397
495,3045.3767,35.24646
496,3043.448,35.264309
497,3041.5193,35.256264
498,3039.5908,35.266457
499,3037.6621,35.253509
500,3035.7334,35.259476
501,3033.8047,35.246857
502,3031.876,35.25357
503,3029.9473,35.244236
504,3028.0185,35.251942
505,3026.0901,35.243954
506,3024.1614,35.249866
507,3022.2327,35.24089
508,3020.3039,35.243828
509,3018.3752,35.233696
510,3016.4465,35.233879
511,3014.5181,35.222656
512,3012.5893,35.219917
513,3010.6606,35.207439
514,3008.7319,35.201851
515,3006.8032,35.188297
516,3004.8745,35.179657
517,3002.9458,35.163891
518,3001.0173,35.150074
519,2999.0886,35.129585
520,2997.1599,35.108726
521,2995.2312,35.083134
522,2993.3025,35.056507
523,2991.3738,35.028038
524,2989.4451,34.997677
525,2987.5166,34.967174
526,2985.5879,34.932403
527,2983.6592,34.897999
528,2981.7305,34.856472
529,2979.8017,34.815956
530,2977.873,34.765907
531,2975.9446,34.717998
532,2974.0159,34.658893
533,2972.0871,34.604477
534,2970.1584,34.539631
535,2968.2297,34.485302
536,2966.301,34.42474
537,2964.3723,34.382923
538,2962.4438,34.339424
539,2960.5151,34.320644
540,2958.5864,34.30014
541,2956.6577,34.304253
542,2954.729,34.300316
543,2952.8003,34.315582
544,2950.8716,34.313053
545,2948.9431,34.323139
546,2947.0144,34.306724
547,2945.0857,34.299225
548,2943.157,34.260807
549,2941.2283,34.232738
550,2939.2996,34.174919
551,2937.3711,34.134418
552,2935.4424,34.07027
553,2933.5137,34.03397
554,2931.585,33.981632
555,2929.6562,33.966556
556,2927.7275,33.939323
557,2925.7988,33.95301
558,2923.8704,33.951832
559,2921.9416,33.989136
560,2920.0129,34.004429
561,2918.0842,34.053493
562,2916.1555,34.073234
563,2914.2268,34.123329
564,2912.2981,34.138912
565,2910.3696,34.183773
566,2908.4409,34.191177
567,2906.5122,34.228775
568,2904.5835,34.227737
569,2902.6548,34.25922
570,2900.7261,34.2519
571,2898.7976,34.279934
572,2896.8689,34.268959
573,2894.9402,34.295494
574,2893.0115,34.281635
575,2891.0828,34.305866
576,2889.154,34.286735
577,2887.2253,34.30516
578,2885.2969,34.277145
579,2883.3682,34.287235
580,2881.4394,34.249988
581,2879.5107,34.253963
582,2877.582,34.211811
583,2875.6533,34.214859
584,2873.7246,34.172401
585,2871.7961,34.17738
586,2869.8674,34.135422
587,2867.9387,34.141624
588,2866.01,34.099213
589,2864.0813,34.106811
590,2862.1526,34.066315
591,2860.2241,34.080177
592,2858.2954,34.048469
593,2856.3667,34.076141
594,2854.438,34.059643
595,2852.5093,34.1045
596,2850.5806,34.102234
597,2848.6518,34.158581
598,2846.7234,34.161064
599,2844.7947,34.217564
600,2842.866,34.213997
601,2840.9372,34.262401
602,2839.0085,34.248249
603,2837.0798,34.287708
604,2835.1511,34.265037
605,2833.2226,34.299415
606,2831.2939,34.272976
607,2829.3652,34.30722
608,2827.4365,34.2817
609,2825.5078,34.319675
610,2823.5791,34.297531
611,2821.6506,34.339809
612,2819.7219,34.31979
613,2817.7932,34.363933
614,2815.8645,34.343632
615,2813.9358,34.388428
616,2812.0071,34.368488
617,2810.0784,34.416111
618,2808.1499,34.399113
619,2806.2212,34.451019
620,2804.2925,34.436222
621,2802.3638,34.489265
622,2800.435,34.472107
623,2798.5063,34.522056
624,2796.5776,34.500545
625,2794.6492,34.548794
626,2792.7204,34.527698
627,2790.7917,34.581005
628,2788.863,34.566978
629,2786.9343,34.629837
630,2785.0056,34.624161
631,2783.0771,34.694889
632,2781.1484,34.694389
633,2779.2197,34.770077
634,2777.291,34.773327
635,2775.3623,34.853954
636,2773.4336,34.861225
637,2771.5049,34.94577
638,2769.5764,34.953789
639,2767.6477,35.036888
640,2765.719,35.0396
641,2763.7903,35.116325
642,2761.8616,35.111301
643,2759.9329,35.181896
644,2758.0041,35.171154
645,2756.0757,35.237816
646,2754.147,35.222481
647,2752.2183,35.28479
648,2750.2895,35.263454
649,2748.3608,35.320106
650,2746.4321,35.292721
651,2744.5037,35.345463
652,2742.5749,35.315433
653,2740.6462,35.368465
654,2738.7175,35.339645
655,2736.7888,35.395328
656,2734.8601,35.367943
657,2732.9314,35.424251
658,2731.0029,35.394638
659,2729.0742,35.447296
660,2727.1455,35.411819
661,2725.2168,35.458771
662,2723.2881,35.417435
663,2721.3594,35.460552
664,2719.4307,35.416542
665,2717.5022,35.459503
666,2715.5735,35.416336
667,2713.6448,35.461994
668,2711.7161,35.421619
669,2709.7873,35.470837
670,2707.8586,35.433075
671,2705.9302,35.484783
672,2704.0015,35.448116
673,2702.0727,35.500832
674,2700.144,35.464317
675,2698.2153,35.517761
676,2696.2866,35.481541
677,2694.3579,35.53569
678,2692.4294,35.4991
679,2690.5007,35.552399
680,2688.572,35.513325
681,2686.6433,35.563721
682,2684.7146,35.520904
683,2682.7859,35.568325
684,2680.8572,35.522922
685,2678.9287,35.56937
686,2677,35.523758
687,2675.0713,35.571442
688,2673.1426,35.527313
689,2671.2139,35.577106
690,2669.2851,35.534428
691,2667.3567,35.585373
692,2665.428,35.542526
693,2663.4993,35.592728
694,2661.5705,35.548111
695,2659.6418,35.596725
696,2657.7131,35.550632
697,2655.7844,35.59909
698,2653.8559,35.553902
699,2651.9272,35.605083
700,2649.9985,35.563667
701,2648.0698,35.619739
702,2646.1411,35.582958
703,2644.2124,35.642998
704,2642.2837,35.608143
705,2640.3552,35.668106
706,2638.4265,35.630787
707,2636.4978,35.687004
708,2634.5691,35.645149
709,2632.6404,35.697296
710,2630.7117,35.651905
711,2628.7832,35.701404
712,2626.8545,35.65358
713,2624.9258,35.700863
714,2622.9971,35.650589
715,2621.0683,35.695625
716,2619.1396,35.643288
717,2617.2109,35.686912
718,2615.2825,35.633579
719,2613.3537,35.676659
720,2611.425,35.622791
721,2609.4963,35.665363
722,2607.5676,35.61087
723,2605.6389,35.652946
724,2603.7102,35.598141
725,2601.7817,35.640301
726,2599.853,35.585945
727,2597.9243,35.628982
728,2595.9956,35.575893
729,2594.0669,35.620586
730,2592.1382,35.56953
731,2590.2097,35.616558
732,2588.281,35.568088
733,2586.3523,35.617729
734,2584.4236,35.571815
735,2582.4949,35.62368
736,2580.5662,35.579658
737,2578.6374,35.632927
738,2576.709,35.590111
739,2574.7803,35.644451
740,2572.8516,35.603073
741,2570.9228,35.65913
742,2568.9941,35.619854
743,2567.0654,35.677669
744,2565.1367,35.639473
745,2563.2082,35.696892
746,2561.2795,35.657066
747,2559.3508,35.711689
748,2557.4221,35.669037
749,2555.4934,35.72121
750,2553.5647,35.677349
751,2551.6362,35.729053
752,2549.7075,35.68539
753,2547.7788,35.73682
754,2545.8501,35.692379
755,2543.9214,35.741852
756,2541.9927,35.694965
757,2540.064,35.741287
758,2538.1355,35.691406
759,2536.2068,35.734417
760,2534.2781,35.681423
761,2532.3494,35.720692
762,2530.4206,35.663731
763,2528.4919,35.698002
764,2526.5632,35.635689
765,2524.6348,35.663772
766,2522.706,35.595623
767,2520.7773,35.618145
768,2518.8486,35.546226
769,2516.9199,35.566654
770,2514.9912,35.495487
771,2513.0627,35.518711
772,2511.134,35.452846
773,2509.2053,35.482403
774,2507.2766,35.424042
775,2505.3479,35.460724
776,2503.4192,35.409508
777,2501.4905,35.452106
778,2499.562,35.406387
779,2497.6333,35.453136
780,2495.7046,35.411316
781,2493.7759,35.460853
782,2491.8472,35.421833
783,2489.9184,35.47319
784,2487.9897,35.436123
785,2486.0613,35.488598
786,2484.1326,35.453098
787,2482.2038,35.506718
788,2480.2751,35.473152
789,2478.3464,35.528141
790,2476.4177,35.495979
791,2474.4892,35.550499
792,2472.5605,35.516628
793,2470.6318,35.56691
794,2468.7031,35.528068
795,2466.7744,35.572494
796,2464.8457,35.529377
797,2462.917,35.57066
798,2460.9885,35.526985
799,2459.0598,35.568409
800,2457.1311,35.525906
801,2455.2024,35.567192
802,2453.2737,35.524044
803,2451.345,35.56287
804,2449.4162,35.517506
805,2447.4878,35.553917
806,2445.5591,35.508308
807,2443.6304,35.54575
808,2441.7017,35.503849
809,2439.7729,35.545517
810,2437.8442,35.508778
811,2435.9158,35.553844
812,2433.9871,35.519398
813,2432.0583,35.563747
814,2430.1296,35.527367
815,2428.2009,35.567615
816,2426.2722,35.527313
817,2424.3435,35.562828
818,2422.415,35.51897
819,2420.4863,35.550644
820,2418.5576,35.504471
821,2416.6289,35.533886
822,2414.7002,35.487465
823,2412.7715,35.517124
824,2410.8428,35.473095
825,2408.9143,35.505161
826,2406.9856,35.464584
827,2405.0569,35.498497
828,2403.1282,35.459141
829,2401.1995,35.491333
830,2399.2707,35.449036
831,2397.3423,35.475616
832,2395.4136,35.427635
833,2393.4849,35.447555
834,2391.5561,35.394695
835,2389.6274,35.410274
836,2387.6987,35.355724
837,2385.77,35.370209
838,2383.8415,35.316757
839,2381.9128,35.332302
840,2379.9841,35.281696
841,2378.0554,35.299972
842,2376.1267,35.254063
843,2374.198,35.276989
844,2372.2693,35.237503
845,2370.3408,35.26627
846,2368.4121,35.233692
847,2366.4834,35.268028
848,2364.5547,35.241302
849,2362.626,35.279087
850,2360.6973,35.254707
851,2358.7688,35.290874
852,2356.8401,35.26273
853,2354.9114,35.291496
854,2352.9827,35.256122
855,2351.0539,35.278072
856,2349.1252,35.240753
857,2347.1965,35.264748
858,2345.2681,35.235317
859,2343.3393,35.268906
860,2341.4106,35.25008
861,2339.4819,35.290279
862,2337.5532,35.274589
863,2335.6245,35.312084
864,2333.6958,35.291382
865,2331.7673,35.321297
866,2329.8386,35.294582
867,2327.9099,35.318798
868,2325.9812,35.288975
869,2324.0525,35.30957
870,2322.1238,35.276932
871,2320.1953,35.29261
872,2318.2666,35.25547
873,2316.3379,35.265648
874,2314.4092,35.225666
875,2312.4805,35.234379
876,2310.5517,35.197056
877,2308.623,35.209637
878,2306.6946,35.178562
879,2304.7659,35.1959
880,2302.8371,35.169311
881,2300.9084,35.187862
882,2298.9797,35.161709
883,2297.051,35.177982
884,2295.1223,35.149925
885,2293.1938,35.162743
886,2291.2651,35.132503
887,2289.3364,35.142185
888,2287.4077,35.110535
889,2285.479,35.118175
890,2283.5503,35.08638
891,2281.6218,35.093086
892,2279.6931,35.061748
893,2277.7644,35.067409
894,2275.8357,35.035839
895,2273.907,35.0396
896,2271.9783,35.007332
897,2270.0496,35.00946
898,2268.1211,34.977505
899,2266.1924,34.979343
900,2264.2637,34.948769
901,2262.335,34.950558
902,2260.4062,34.92054
903,2258.4775,34.920509
904,2256.5488,34.888821
905,2254.6204,34.884945
906,2252.6916,34.850429
907,2250.7629,34.842819
908,2248.8342,34.806896
909,2246.9055,34.79789
910,2244.9768,34.763153
911,2243.0483,34.754875
912,2241.1196,34.722519
913,2239.1909,34.715134
914,2237.2622,34.684601
915,2235.3335,34.67728
916,2233.4048,34.647842
917,2231.4761,34.640083
918,2229.5476,34.611397
919,2227.6189,34.602882
920,2225.6902,34.574661
921,2223.7615,34.565269
922,2221.8328,34.537708
923,2219.904,34.527931
924,2217.9753,34.501594
925,2216.0469,34.491688
926,2214.1182,34.466278
927,2212.1894,34.455448
928,2210.2607,34.43005
929,2208.332,34.417766
930,2206.4033,34.392589
931,2204.4748,34.379772
932,2202.5461,34.356094
933,2200.6174,34.343849
934,2198.6887,34.322208
935,2196.76,34.310379
936,2194.8313,34.290077
937,2192.9026,34.277763
938,2190.9741,34.258064
939,2189.0454,34.24493
940,2187.1167,34.226021
941,2185.188,34.212772
942,2183.2593,34.195713
943,2181.3306,34.183453
944,2179.4018,34.169037
945,2177.4734,34.157936
946,2175.5447,34.145599
947,2173.616,34.134552
948,2171.6872,34.123058
949,2169.7585,34.111156
950,2167.8298,34.100246
951,2165.9014,34.087868
952,2163.9726,34.078274
953,2162.0439,34.066128
954,2160.1152,34.058212
955,2158.1865,34.046158
956,2156.2578,34.039333
957,2154.3291,34.026527
958,2152.4006,34.019928
959,2150.4719,34.00573
960,2148.5432,33.99913
961,2146.6145,33.98386
962,2144.6858,33.978134
963,2142.7571,33.963051
964,2140.8284,33.959549
965,2138.8999,33.945793
966,2136.9712,33.94527
967,2135.0425,33.933243
968,2133.1138,33.935905
969,2131.185,33.925777
970,2129.2563,33.931793
971,2127.3279,33.923626
972,2125.3992,33.932785
973,2123.4704,33.926071
974,2121.5417,33.937767
975,2119.613,33.932148
976,2117.6843,33.946545
977,2115.7556,33.942737
978,2113.8271,33.960819
979,2111.8984,33.959652
980,2109.9697,33.981701
981,2108.041,33.982777
982,2106.1123,34.007881
983,2104.1836,34.010101
984,2102.2549,34.037289
985,2100.3264,34.040012
986,2098.3977,34.069023
987,2096.469,34.072372
988,2094.5403,34.103634
989,2092.6116,34.108261
990,2090.6829,34.142471
991,2088.7544,34.148891
992,2086.8257,34.186149
993,2084.897,34.193912
994,2082.9683,34.23328
995,2081.0395,34.241192
996,2079.1108,34.281471
997,2077.1821,34.288563
998,2075.2537,34.329128
999,2073.3249,34.335201
1000,2071.3962,34.376316
1001,2069.4675,34.382152
1002,2067.5388,34.425045
1003,2065.6101,34.43203
1004,2063.6814,34.477734
1005,2061.7529,34.486011
1006,2059.8242,34.533413
1007,2057.8955,34.540745
1008,2055.9668,34.58707
1009,2054.0381,34.591049
1010,2052.1094,34.635055
1011,2050.1809,34.636005
1012,2048.2522,34.679451
1013,2046.3235,34.680065
1014,2044.3948,34.725872
1015,2042.4661,34.728691
1016,2040.5375,34.778515
1017,2038.6088,34.783962
1018,2036.68,34.836773
1019,2034.7513,34.84238
1020,2032.8227,34.894562
1021,2030.894,34.896263
1022,2028.9653,34.944199
1023,2027.0367,34.939743
1024,2025.108,34.983116
1025,2023.1793,34.974193
1026,2021.2507,35.01622
1027,2019.322,35.006767
1028,2017.3933,35.051166
1029,2015.4646,35.043915
1030,2013.536,35.091823
1031,2011.6073,35.08601
1032,2009.6786,35.134735
1033,2007.75,35.12611
1034,2005.8213,35.170574
1035,2003.8926,35.154365
1036,2001.964,35.191357
1037,2000.0353,35.167015
1038,1998.1066,35.199203
1039,1996.1778,35.172466
1040,1994.2493,35.207653
1041,1992.3205,35.186829
1042,1990.3918,35.231956
1043,1988.4632,35.220985
1044,1986.5345,35.275947
1045,1984.6058,35.270573
1046,1982.6772,35.327835
1047,1980.7485,35.319027
1048,1978.8198,35.370167
1049,1976.8911,35.352051
1050,1974.9625,35.394936
1051,1973.0338,35.369366
1052,1971.1051,35.409058
1053,1969.1765,35.3829
1054,1967.2478,35.426346
1055,1965.3191,35.405018
1056,1963.3905,35.454792
1057,1961.4618,35.437317
1058,1959.5331,35.488827
1059,1957.6044,35.467834
1060,1955.6758,35.512607
1061,1953.7471,35.480877
1062,1951.8183,35.515327
1063,1949.8898,35.474663
1064,1947.961,35.506256
1065,1946.0323,35.46833
1066,1944.1037,35.509884
1067,1942.175,35.484901
1068,1940.2463,35.540596
1069,1938.3176,35.524933
1070,1936.389,35.583824
1071,1934.4603,35.562057
1072,1932.5316,35.608585
1073,1930.603,35.569607
1074,1928.6743,35.600353
1075,1926.7456,35.549339
1076,1924.817,35.576187
1077,1922.8883,35.527885
